movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,comb
die another day,Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Action Adventure Thriller,Toby Stephens Colin Salmon Rick Yune Lee Tamahori Action Adventure Thriller
armageddon,Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Action Adventure Sci-Fi Thriller,Bruce Willis Steve Buscemi Will Patton Michael Bay Action Adventure Sci-Fi Thriller
men in black ii,Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi
beowulf,Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis Action Adventure Animation Fantasy
kung fu panda 3,Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni Action Adventure Animation Comedy Family
mission: impossible - ghost protocol,Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird Action Adventure Thriller
rise of the guardians,Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey Adventure Animation Family Fantasy
fun with dick and jane,Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,John Michael Higgins Richard Burgi David Herman Dean Parisot Comedy Crime
the last samurai,Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick Action Drama History War
star trek,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams Action Adventure Sci-Fi
spider-man,Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance
how to train your dragon 2,Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois Action Adventure Animation Comedy Family Fantasy
gods of egypt,Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,Gerard Butler Elodie Yung Bryan Brown Alex Proyas Action Adventure Fantasy
stealth,Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,Sam Shepard Joe Morton Richard Roxburgh Rob Cohen Action Adventure Sci-Fi Thriller
watchmen,Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,Matt Frewer Billy Crudup Stephen McHattie Zack Snyder Action Drama Mystery Sci-Fi
lethal weapon 4,Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,Jet Li Rene Russo Darlene Love Richard Donner Action Crime Thriller
hulk,Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,Kevin Rankin Regi Davis Celia Weston Ang Lee Action Sci-Fi
g.i. joe: retaliation,Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu Action Adventure Sci-Fi Thriller
final fantasy: the spirits within,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi
captain america: the first avenger,Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,Chris Evans Dominic Cooper Hayley Atwell Joe Johnston Action Adventure Sci-Fi
the world is not enough,Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted Action Adventure Thriller
master and commander: the far side of the world,Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,James D'Arcy Lee Ingleby David Threlfall Peter Weir Action Adventure Drama History War
happy feet 2,George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,Robin Williams Brad Pitt Common George Miller Animation Comedy Family Musical
the incredible hulk,Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,Ty Burrell Peter Mensah William Hurt Louis Leterrier Action Adventure Sci-Fi
miami vice            ,unknown,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,Don Johnson Philip Michael Thomas John Diehl unknown Action Crime Drama Mystery Thriller
the bfg,Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg Adventure Family Fantasy
the revenant,Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu Adventure Drama Thriller Western
turbo,David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren Adventure Animation Comedy Family Sport
rango,Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,Johnny Depp Ray Winstone Stephen Root Gore Verbinski Adventure Animation Comedy Family Western
penguins of madagascar,Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell Adventure Animation Comedy Family
the bourne ultimatum,Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,Matt Damon Edgar Ramírez Albert Finney Paul Greengrass Action Mystery Thriller
kung fu panda,Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne Action Adventure Animation Comedy Family
ant-man,Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,Judy Greer Hayley Atwell T.I. Peyton Reed Action Adventure Comedy Sci-Fi
the hunger games: catching fire,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence Adventure Sci-Fi Thriller
the twilight saga: breaking dawn - part 2,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance
war of the worlds,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg Adventure Sci-Fi Thriller
bad boys ii,Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,Will Smith Henry Rollins Jordi Mollà Michael Bay Action Comedy Crime Thriller
puss in boots,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy
salt,Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce Action Crime Mystery Thriller
noah,Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky Action Adventure Drama
the adventures of tintin,Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg Action Adventure Family Mystery
harry potter and the prisoner of azkaban,Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón Adventure Family Fantasy Mystery
australia,Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann Adventure Drama Romance War
after earth,M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan Action Adventure Sci-Fi
dinosaur,Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton Adventure Animation Family Thriller
harry potter and the deathly hallows: part ii,Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,Rupert Grint Dave Legeno Ralph Ineson Matt Birch Action Fantasy
night at the museum: secret of the tomb,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy
megamind,Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,J.K. Simmons Brad Pitt Will Ferrell Tom McGrath Action Animation Comedy Family Sci-Fi
harry potter and the sorcerer's stone,Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy
r.i.p.d.,Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy
godzilla resurgence,Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action Adventure Drama Horror Sci-Fi
pirates of the caribbean: the curse of the black pearl,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy
harry potter and the deathly hallows: part i,Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy
the hunger games: mockingjay - part 1,Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller
the da vinci code,Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard Mystery Thriller
rio 2,Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical
x-men 2,Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
fast five,Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,Paul Walker Vin Diesel Dwayne Johnson Justin Lin Action Crime Thriller
sherlock holmes: a game of shadows,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller
the 13th warrior,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History
the bourne legacy,Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller
batman & robin,Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action
how the grinch stole christmas,Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy
the day after tomorrow,Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller
mission: impossible ii,John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller
the perfect storm,Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller
fantastic 4: rise of the silver surfer,Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller
life of pi,Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy
ghost rider,Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller
jason bourne,Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller
charlie's angels: full throttle,McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime
prometheus,Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi
stuart little 2,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy
elysium,Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller
the chronicles of riddick,David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller
speed racer,Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport
how do you know,James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance
knight and day,James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance
oblivion,Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Action Adventure Mystery Sci-Fi,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski Action Adventure Mystery Sci-Fi
star wars: episode iii - revenge of the sith,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
star wars: episode ii - attack of the clones,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
"monsters, inc.",Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy
the wolverine,James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action Adventure Sci-Fi Thriller,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller
star wars: episode i - the phantom menace,George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
the croods,Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,Adventure Animation Comedy Family Fantasy,Ryan Reynolds Emma Stone Nicolas Cage Kirk De Micco Adventure Animation Comedy Family Fantasy
asterix at the olympic games,Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,Adventure Comedy Family Fantasy,Alain Delon Santiago Segura Vanessa Hessler Frédéric Forestier Adventure Comedy Family Fantasy
windtalkers,John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,Action Drama War,Nicolas Cage Roger Willie Noah Emmerich John Woo Action Drama War
the huntsman: winter's war,Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy,Chris Hemsworth Sam Claflin Charlize Theron Cedric Nicolas-Troyan Action Adventure Drama Fantasy
gravity,Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,Adventure Drama Sci-Fi Thriller,Phaldut Sharma Basher Savage Amy Warren Alfonso Cuarón Adventure Drama Sci-Fi Thriller
dante's peak,Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,Jamie Renée Smith Grant Heslov Tzi Ma Roger Donaldson Action Adventure Thriller
teenage mutant ninja turtles: out of the shadows,Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Action Adventure Comedy Sci-Fi,Stephen Amell Noel Fisher Brad Garrett Dave Green Action Adventure Comedy Sci-Fi
night at the museum,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy,Robin Williams Rami Malek Steve Coogan Shawn Levy Action Adventure Comedy Family Fantasy
san andreas,Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action Adventure Drama Thriller,Dwayne Johnson Ioan Gruffudd Archie Panjabi Brad Peyton Action Adventure Drama Thriller
tomorrow never dies,Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action Adventure Thriller,Vincent Schiavelli Colin Salmon Joe Don Baker Roger Spottiswoode Action Adventure Thriller
the patriot,Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action Drama History War,Heath Ledger Adam Baldwin Tom Wilkinson Roland Emmerich Action Drama History War
ocean's twelve,Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,Crime Thriller,Brad Pitt Julia Roberts Mini Anden Steven Soderbergh Crime Thriller
mr. & mrs. smith,Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action Comedy Crime Romance Thriller,Brad Pitt Angelina Jolie Pitt Stephanie March Doug Liman Action Comedy Crime Romance Thriller
insurgent,Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,Adventure Sci-Fi Thriller,Kate Winslet Theo James Mekhi Phifer Robert Schwentke Adventure Sci-Fi Thriller
the aviator,Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,Biography Drama,Leonardo DiCaprio Adam Scott Frances Conroy Martin Scorsese Biography Drama
gulliver's travels,Rob Letterman,James Corden,Catherine Tate,Olly Alexander,Adventure Comedy Family Fantasy,James Corden Catherine Tate Olly Alexander Rob Letterman Adventure Comedy Family Fantasy
the green hornet,Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Action Comedy Crime Sci-Fi Thriller,Christoph Waltz Tom Wilkinson Chad L. Coleman Michel Gondry Action Comedy Crime Sci-Fi Thriller
