movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres
the huntsman: winter's war,Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy
teenage mutant ninja turtles,Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,Action Adventure Comedy Sci-Fi
gravity,Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,Adventure Drama Sci-Fi Thriller
dante's peak,Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller
teenage mutant ninja turtles: out of the shadows,Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Action Adventure Comedy Sci-Fi
fantastic four,Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Action Adventure Sci-Fi
night at the museum,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy
san andreas,Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action Adventure Drama Thriller
tomorrow never dies,Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action Adventure Thriller
the patriot,Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action Drama History War
ocean's twelve,Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,Crime Thriller
mr. & mrs. smith,Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action Comedy Crime Romance Thriller
insurgent,Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,Adventure Sci-Fi Thriller
the aviator,Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,Biography Drama
gulliver's travels,Rob Letterman,James Corden,Catherine Tate,Olly Alexander,Adventure Comedy Family Fantasy
the green hornet,Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Action Comedy Crime Sci-Fi Thriller
the a-team            ,unknown,George Peppard,Dirk Benedict,Dwight Schultz,Action Adventure Crime
300: rise of an empire,Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,Action Drama Fantasy War
the smurfs,Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Adventure Animation Comedy Family Fantasy
home on the range,Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,Animation Comedy Family Music Western
allegiant,Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Action Adventure Mystery Sci-Fi Thriller
real steel,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Action Drama Sci-Fi Sport
the smurfs 2,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Adventure Animation Comedy Family Fantasy
speed 2: cruise control,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Action Crime Romance Thriller
ender's game,Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,Action Sci-Fi
live free or die hard,Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Action Adventure Thriller
the lord of the rings: the fellowship of the ring,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy
around the world in 80 days,Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,Action Adventure Comedy
ali,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,Biography Drama Sport
the cat in the hat,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Adventure Comedy Family Fantasy
"i, robot",Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,Action Mystery Sci-Fi Thriller
kingdom of heaven,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Action Adventure Drama History War
stuart little,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Adventure Comedy Family Fantasy
the princess and the frog,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Animation Family Fantasy Musical Romance
the martian,Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,Adventure Drama Sci-Fi
"10,000 b.c.            ",Christopher Barnard,Mathew Buck,unknown,unknown,Comedy
the island,Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Action Adventure Romance Sci-Fi Thriller
town & country,Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,Comedy Romance
gone in sixty seconds,Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Action Crime Thriller
gladiator,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Action Drama Romance
minority report,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Action Mystery Sci-Fi Thriller
harry potter and the chamber of secrets,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Family Fantasy Mystery
casino royale,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Action Adventure Thriller
planet of the apes,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Action Adventure Sci-Fi Thriller
terminator 2: judgment day,James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,Action Sci-Fi
public enemies,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,Biography Crime Drama History Romance
american gangster,Ridley Scott,Denzel Washington,Ruby Dee,RZA,Biography Crime Drama
true lies,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,Action Comedy Thriller
the taking of pelham 1 2 3,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,Action Crime Thriller
little fockers,Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo,Comedy Romance
the other guys,Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,Action Comedy Crime
eraser,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,Action Drama Mystery Thriller
django unchained,Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,Drama Western
the hunchback of notre dame,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,Animation Drama Family Musical Romance
the emperor's new groove,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Adventure Animation Comedy Family Fantasy
the expendables 2,Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,Action Adventure Thriller
national treasure,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Action Adventure Comedy Family Mystery
eragon,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Action Adventure Family Fantasy
where the wild things are,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,Adventure Drama Family Fantasy
pan,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure Family Fantasy
epic,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,Adventure Animation Family Fantasy
the tourist,Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,Action Romance Thriller
end of days,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,Action Fantasy Horror Mystery
blood diamond,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Adventure Drama Thriller
the wolf of wall street,Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Biography Comedy Crime Drama
batman forever,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Action Adventure Fantasy
starship troopers,Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,Action Sci-Fi War
cloud atlas,Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent,Drama Sci-Fi
legend of the guardians: the owls of ga'hoole,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Action Adventure Animation Family Fantasy
catwoman,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Action Crime Fantasy Romance Thriller
hercules,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Action Adventure
treasure planet,Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,Adventure Animation Family Sci-Fi
land of the lost,Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson,Adventure Comedy Sci-Fi
the expendables 3,Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford,Action Adventure Thriller
point break,Ericson Core,Ray Winstone,Edgar Ramírez,Delroy Lindo,Action Crime Sport Thriller
son of the mask,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,Comedy Family Fantasy
in the heart of the sea,Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,Action Adventure Biography Drama History Thriller
the adventures of pluto nash,Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young,Action Comedy Sci-Fi
green zone,Paul Greengrass,Matt Damon,Sean Huze,Igal Naor,Action Drama Thriller War
the peanuts movie,Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez,Adventure Animation Comedy Family
the spanish prisoner,David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott,Drama Mystery Thriller
the mummy returns,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Action Adventure Fantasy Thriller
gangs of new york,Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,Crime Drama
the flowers of war,Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi,Drama History Romance War
surf's up,Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder,Animation Comedy Family Sport
the stepford wives,Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart,Comedy Sci-Fi Thriller
black hawk down,Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,Drama History War
the campaign,Jay Roach,Will Ferrell,Thomas Middleditch,Katherine LaNasa,Comedy
the fifth element,Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,Action Adventure Sci-Fi
sex and the city 2,Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis,Comedy Drama Romance
the road to el dorado,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,Adventure Animation Comedy Family Romance
ice age: continental drift,Steve Martino,Peter Dinklage,Josh Gad,Drake,Adventure Animation Comedy Family
cinderella,Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James,Drama Family Fantasy Romance
the lovely bones,Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy,Drama Fantasy Thriller
finding nemo,Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,Adventure Animation Comedy Family
the lord of the rings: the return of the king,Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,Action Adventure Drama Fantasy
the lord of the rings: the two towers,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy
seventh son,Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams,Action Adventure Fantasy
lara croft: tomb raider,Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Action Adventure Fantasy Thriller
transcendence,Wally Pfister,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,Drama Mystery Romance Sci-Fi Thriller
jurassic park iii,Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola,Action Adventure Sci-Fi Thriller
rise of the planet of the apes,Rupert Wyatt,James Franco,David Oyelowo,Tyler Labine,Action Drama Sci-Fi Thriller
the spiderwick chronicles,Mark Waters,Martin Short,Tod Fennell,Joan Plowright,Adventure Family Fantasy
a good day to die hard,John Moore,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,Action Thriller
the alamo,John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà,Drama History War Western
the incredibles,Brad Bird,Holly Hunter,Craig T. Nelson,Lou Romano,Action Adventure Animation Family
cutthroat island,Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine,Action Adventure Comedy
percy jackson & the olympians: the lightning thief,Chris Columbus,Logan Lerman,Rosario Dawson,Steve Coogan,Adventure Family Fantasy
men in black,Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino,Adventure Comedy Family Mystery Sci-Fi
toy story 2,John Lasseter,Tom Hanks,John Ratzenberger,Wayne Knight,Adventure Animation Comedy Family Fantasy
unstoppable,Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee,Action Thriller
rush hour 2,Brett Ratner,Mei Melançon,John Lone,Harris Yulin,Action Comedy Crime Thriller
what lies beneath,Robert Zemeckis,Harrison Ford,Amber Valletta,Miranda Otto,Drama Fantasy Horror Mystery Thriller
cloudy with a chance of meatballs,Phil Lord,Will Forte,Bobb'e J. Thompson,Al Roker,Animation Comedy Family Sci-Fi
ice age: dawn of the dinosaurs,Carlos Saldanha,Denis Leary,Maile Flanagan,Kelly Keaton,Action Adventure Animation Comedy Family
the secret life of walter mitty,Ben Stiller,Adam Scott,Adrian Martinez,Joey Slotnick,Adventure Comedy Drama Fantasy Romance
charlie's angels,McG,Bill Murray,LL Cool J,Kelly Lynch,Action Adventure Comedy Crime Thriller
the departed,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Ray Winstone,Crime Drama Thriller
mulan,Tony Bancroft,Ming-Na Wen,Harvey Fierstein,June Foray,Adventure Animation Family Fantasy Musical War
tropic thunder,Ben Stiller,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,Action Comedy
the girl with the dragon tattoo,David Fincher,Robin Wright,Goran Visnjic,Joely Richardson,Crime Drama Mystery Thriller
die hard with a vengeance,John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin,Action Adventure Thriller
sherlock holmes,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Robert Maillet,Action Adventure Crime Mystery Thriller
ben-hur,Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,Adventure Drama History
atlantis: the lost empire,Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer,Action Adventure Animation Family Fantasy Sci-Fi
alvin and the chipmunks: the road chip,Walt Becker,Bella Thorne,Joshua Mikel,Jesse McCartney,Adventure Animation Comedy Family Fantasy Music
valkyrie,Bryan Singer,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,Drama History Thriller War
you don't mess with the zohan,Dennis Dugan,Adam Sandler,Sayed Badreya,Kevin Nealon,Action Comedy
pixels,Chris Columbus,Peter Dinklage,Adam Sandler,Josh Gad,Action Animation Comedy Sci-Fi
a.i. artificial intelligence,Steven Spielberg,Haley Joel Osment,William Hurt,Kevin Sussman,Adventure Drama Sci-Fi
the haunted mansion,Rob Minkoff,Marsha Thomason,Rachael Harris,Marc John Jefferies,Comedy Family Fantasy Horror Mystery
contact,Robert Zemeckis,Matthew McConaughey,Tom Skerritt,Larry King,Drama Mystery Sci-Fi Thriller
hollow man,Paul Verhoeven,Greg Grunberg,Kim Dickens,Joey Slotnick,Action Horror Sci-Fi Thriller
the interpreter,Sydney Pollack,Curtiss Cook,George Harris,Michael Wright,Crime Mystery Thriller
percy jackson: sea of monsters,Thor Freudenthal,Logan Lerman,Leven Rambin,Brandon T. Jackson,Adventure Family Fantasy
lara croft tomb raider: the cradle of life,Jan de Bont,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,Action Adventure Fantasy
now you see me 2,Jon M. Chu,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,Action Adventure Comedy Crime Mystery Thriller
the saint,Phillip Noyce,Alun Armstrong,Michael Byrne,Velibor Topic,Action Adventure Romance Sci-Fi Thriller
spy game,Tony Scott,Brad Pitt,Stephen Dillane,Catherine McCormack,Action Crime Thriller
mission to mars,Brian De Palma,Don Cheadle,Connie Nielsen,Kim Delaney,Adventure Sci-Fi Thriller
rio,Carlos Saldanha,Anne Hathaway,Wanda Sykes,Will.i.am,Adventure Animation Comedy Family Musical
bicentennial man,Chris Columbus,Robin Williams,Oliver Platt,John Michael Higgins,Comedy Drama Sci-Fi
volcano,Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann,Action Drama Sci-Fi Thriller
the devil's own,Alan J. Pakula,Harrison Ford,Brad Pitt,Natascha McElhone,Action Crime Drama Thriller
k-19: the widowmaker,Kathryn Bigelow,Liam Neeson,Christian Camargo,Lex Shrapnel,Drama History Thriller War
fantastic four,Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Action Adventure Sci-Fi
conan the barbarian,John Milius,William Smith,Mako,Sandahl Bergman,Adventure Fantasy
cinderella man,Ron Howard,Paddy Considine,Bruce McGill,Rosemarie DeWitt,Biography Drama Sport
the nutcracker in 3d,Andrey Konchalovskiy,Shirley Henderson,Nathan Lane,Richard E. Grant,Action Family Fantasy Musical
seabiscuit,Gary Ross,Jeff Bridges,Michael Angarano,Michael O'Neill,Drama History Sport
twister,Jan de Bont,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,Action Adventure Drama Thriller
the fast and the furious,Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster,Action Crime Thriller
cast away,Robert Zemeckis,Tom Hanks,Paul Sanchez,Nick Searcy,Adventure Drama Romance
happy feet,George Miller,Robin Williams,Hugh Jackman,Elizabeth Daily,Animation Comedy Family Music Romance
the bourne supremacy,Paul Greengrass,Matt Damon,Joan Allen,Oksana Akinshina,Action Mystery Thriller
air force one,Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell,Action Adventure Drama Thriller
ocean's eleven,Steven Soderbergh,Brad Pitt,Bernie Mac,Elliott Gould,Crime Thriller
the three musketeers,Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Orlando Bloom,Action Adventure Romance
hotel transylvania,Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Jon Lovitz,Animation Comedy Family Fantasy
enchanted,Kevin Lima,Jeff Bennett,Teala Dunn,Fred Tatasciore,Animation Comedy Family Fantasy Musical Romance
hannibal            ,unknown,Caroline Dhavernas,Scott Thompson,Hettienne Park,Crime Drama Horror Mystery Thriller
safe house,Daniel Espinosa,Denzel Washington,Ryan Reynolds,Sam Shepard,Action Crime Mystery Thriller
102 dalmatians,Kevin Lima,Ioan Gruffudd,Eric Idle,Jim Carter,Adventure Comedy Family
tower heist,Brett Ratner,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,Action Comedy Crime
the holiday,Nancy Meyers,Kate Winslet,Rufus Sewell,Sarah Parish,Comedy Romance
enemy of the state,Tony Scott,Will Smith,Jake Busey,Lisa Bonet,Action Crime Drama Mystery Thriller
it's complicated,Nancy Meyers,Meryl Streep,Hunter Parrish,Zoe Kazan,Comedy Drama Romance
ocean's thirteen,Steven Soderbergh,Al Pacino,Matt Damon,Brad Pitt,Crime Thriller
open season,Roger Allers,Jon Favreau,Debra Messing,Jane Krakowski,Adventure Animation Comedy Family
divergent,Neil Burger,Kate Winslet,Theo James,Mekhi Phifer,Adventure Mystery Sci-Fi
enemy at the gates,Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,Clemens Schick,Drama History War
the rundown,Peter Berg,Dwayne Johnson,Rosario Dawson,Ewen Bremner,Action Adventure Comedy Thriller
last action hero,John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright,Action Adventure Comedy Fantasy
memoirs of a geisha,Rob Marshall,Li Gong,Mako,Karl Yune,Drama Romance
the fast and the furious: tokyo drift,Justin Lin,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,Action Crime Thriller
arthur christmas,Sarah Smith,Jim Broadbent,Imelda Staunton,Michael Palin,Adventure Animation Comedy Family Fantasy
meet joe black,Martin Brest,Anthony Hopkins,Brad Pitt,Jake Weber,Drama Fantasy Romance
collateral damage,Andrew Davis,Raymond Cruz,Rick Worthy,Jsu Garcia,Action Drama Thriller
all that jazz,Bob Fosse,Roy Scheider,Ben Vereen,Max Wright,Comedy Drama Music Musical
mirror mirror,Tarsem Singh,Julia Roberts,Nathan Lane,Danny Woodburn,Adventure Comedy Drama Family Fantasy
scott pilgrim vs. the world,Edgar Wright,Anna Kendrick,Kieran Culkin,Ellen Wong,Action Comedy Fantasy Romance
the core,Jon Amiel,Glenn Morshower,Tchéky Karyo,Rekha Sharma,Action Adventure Sci-Fi Thriller
nutty professor ii: the klumps,Peter Segal,Larry Miller,Janet Jackson,Chris Elliott,Comedy Romance Sci-Fi
scooby-doo,Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,Adventure Comedy Mystery
dredd,Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,Action Sci-Fi
click,Frank Coraci,Adam Sandler,Cameron Monaghan,Julie Kavner,Comedy Drama Fantasy Romance
creepshow,George A. Romero,Ted Danson,Hal Holbrook,Adrienne Barbeau,Comedy Fantasy Horror
cats & dogs: the revenge of kitty galore,Brad Peyton,Jack McBrayer,Sean Hayes,Katt Williams,Action Comedy Family Fantasy
jumper,Doug Liman,Kristen Stewart,Hayden Christensen,Tom Hulce,Action Adventure Sci-Fi Thriller
hellboy ii: the golden army,Guillermo del Toro,Seth MacFarlane,Iván Kamarás,Brian Steele,Action Adventure Fantasy Horror Sci-Fi
